,epoch,time,train_auc,test_auc
61,6100,194.3900589942932,0.898206147856116,0.898271688808847
62,6200,197.5211980342865,0.898241854491514,0.8982998539885302
63,6300,200.64214396476746,0.8982764854393694,0.8983294828375363
64,6400,203.75844192504883,0.8983110106241816,0.898357606198096
65,6500,206.88075304031372,0.8983431858057532,0.8983810667263843
66,6600,209.97530317306519,0.8983732895794201,0.898405269544115
67,6700,213.0804409980774,0.898403919588719,0.8984296605479016
68,6800,216.22034978866577,0.8984320964113207,0.8984494305385403
69,6900,219.33236289024353,0.8984578123084657,0.8984702041881434
70,7000,222.40910577774048,0.8984845497218382,0.8984928283339616
71,7100,225.5479600429535,0.8985107454220596,0.8985101623606561
72,7200,228.6598379611969,0.8985342970461877,0.8985314273849604
73,7300,231.75911283493042,0.8985575907116728,0.8985506850913361
74,7400,234.84808492660522,0.8985789213118828,0.8985680191180305
75,7500,237.96607995033264,0.8986011676652762,0.8985846108552826
76,7600,241.15078282356262,0.8986213245536594,0.8985968952228133
77,7700,244.24847197532654,0.8986405940643096,0.8986078727427345
78,7800,247.46779894828796,0.898661104356034,0.8986223003403448
79,7900,250.6752049922943,0.898679625786619,0.8986393834522982
80,8000,253.7538139820099,0.8986998832788731,0.8986544801558849
81,8100,256.9580478668213,0.8987186910435521,0.8986653113088737
82,8200,260.1755168437958,0.8987364102227566,0.8986752224411454
83,8300,263.27710604667664,0.8987517871374804,0.8986853322142536
84,8400,266.50736713409424,0.8987678863364053,0.8986952328917442
85,8500,269.6998698711395,0.8987825332281687,0.8987058863134583
86,8600,272.8043189048767,0.8987968860470789,0.8987170520194351
87,8700,275.99064207077026,0.8988109602706544,0.8987278831724238
88,8800,279.19519686698914,0.8988253388854287,0.8987380243098747
89,8900,282.3248281478882,0.8988374216682784,0.8987472977005129
90,9000,285.49079179763794,0.8988511811823091,0.8987550969670471
91,9100,288.63890981674194,0.8988650903123528,0.8987637535256136
92,9200,291.84756898880005,0.8988776503186925,0.8987708523218292
93,9300,294.9671778678894,0.8988899987989444,0.8987761738052957
94,9400,298.12387704849243,0.8989020635246892,0.8987827184981246
95,9500,301.24425196647644,0.8989146648044117,0.8987863044879656
96,9600,304.4259901046753,0.8989243176168418,0.8987965188088827
97,9700,307.8069999217987,0.8989357245480462,0.8988007843594805
98,9800,311.01937985420227,0.8989448408064984,0.8988088554503177
99,9900,314.2146301269531,0.8989546122799046,0.8988140619311946
